,nombre_app,puntaje,bigramas_actividades,conteo
688,Voilà AI Artist Avatar dibujos,3,pone cejas,1
689,Voilà AI Artist Avatar dibujos,4,hagan caso tiene publicidad,1
690,Voilà AI Artist Avatar dibujos,4,va super,1
691,Voilà AI Artist Avatar dibujos,4,creando caricaturas,1
692,Voilà AI Artist Avatar dibujos,4,Ocupa espacio,1
693,Voilà AI Artist Avatar dibujos,4,poner compras,1
694,Voilà AI Artist Avatar dibujos,4,usando (:,1
695,Voilà AI Artist Avatar dibujos,4,Regrese x,1
696,Voilà AI Artist Avatar dibujos,4,realizar captura,1
697,Voilà AI Artist Avatar dibujos,4,quedan super,1
698,Voilà AI Artist Avatar dibujos,4,elegir foto,1
699,Voilà AI Artist Avatar dibujos,4,tiene publicación,1
700,Voilà AI Artist Avatar dibujos,4,usar sodas,1
701,Voilà AI Artist Avatar dibujos,4,Tarda horas,1
702,Voilà AI Artist Avatar dibujos,4,da opciones,1
703,Voilà AI Artist Avatar dibujos,4,hacer fotos,1
704,Voilà AI Artist Avatar dibujos,4,restaurar fotos,1
705,Voilà AI Artist Avatar dibujos,4,tiene publicidad,1
706,Voilà AI Artist Avatar dibujos,4,aparecen anuncios,1
707,Voilà AI Artist Avatar dibujos,4,tiene anuncios,1
708,Voilà AI Artist Avatar dibujos,4,estás animaciones,1
709,Voilà AI Artist Avatar dibujos,4,tuviera opción,1
710,Voilà AI Artist Avatar dibujos,4,tener cuidado instala porquerías,1
711,Voilà AI Artist Avatar dibujos,4,ve padre,1
712,Voilà AI Artist Avatar dibujos,5,hacer caricaturas,3
713,Voilà AI Artist Avatar dibujos,5,editando fotos,2
714,Voilà AI Artist Avatar dibujos,5,quedan super,2
715,Voilà AI Artist Avatar dibujos,5,salen fotos,2
716,Voilà AI Artist Avatar dibujos,5,hacer fotos,2
717,Voilà AI Artist Avatar dibujos,5,ven super,2
718,Voilà AI Artist Avatar dibujos,5,caricaturizar fotos,2
719,Voilà AI Artist Avatar dibujos,5,tiene publicidad,2
720,Voilà AI Artist Avatar dibujos,5,seleccionar masrostros,1
721,Voilà AI Artist Avatar dibujos,5,sinla actualización,1
722,Voilà AI Artist Avatar dibujos,5,modificar caras,1
723,Voilà AI Artist Avatar dibujos,5,parece dibujos,1
724,Voilà AI Artist Avatar dibujos,5,poner clases,1
725,Voilà AI Artist Avatar dibujos,5,realizar invitaciones,1
726,Voilà AI Artist Avatar dibujos,5,manejar ,1
727,Voilà AI Artist Avatar dibujos,5,calificar,1
728,Voilà AI Artist Avatar dibujos,5,ve padre,1
729,Voilà AI Artist Avatar dibujos,5,tener pulso,1
730,Voilà AI Artist Avatar dibujos,5,hace maravillas,1
731,Voilà AI Artist Avatar dibujos,5,convertir retratos,1
732,Voilà AI Artist Avatar dibujos,5,darle acceso,1
733,Voilà AI Artist Avatar dibujos,5,crear cómics,1
734,Voilà AI Artist Avatar dibujos,5,salen plata,1
735,Voilà AI Artist Avatar dibujos,5,arto anuncio,1
736,Voilà AI Artist Avatar dibujos,5,aplicar fondos,1
737,Voilà AI Artist Avatar dibujos,5,hace cosas,1
738,Voilà AI Artist Avatar dibujos,5,ver personas,1
739,Voilà AI Artist Avatar dibujos,5,haciendo caricaturas,1
740,Voilà AI Artist Avatar dibujos,5,queda duda,1
741,WOMBO Dream - AI Art Generator,1,iniciar sesión,5
742,WOMBO Dream - AI Art Generator,1,crear cuenta,2
743,WOMBO Dream - AI Art Generator,1,da error,2
744,WOMBO Dream - AI Art Generator,1,poner nombre,2
745,WOMBO Dream - AI Art Generator,1,crea imágenes,2
746,WOMBO Dream - AI Art Generator,1,compro publicidad,1
747,WOMBO Dream - AI Art Generator,1,tiene opción,1
748,WOMBO Dream - AI Art Generator,1,genera imagen,1
749,WOMBO Dream - AI Art Generator,1,pongo filtro,1
750,WOMBO Dream - AI Art Generator,1,hizo premium,1
751,WOMBO Dream - AI Art Generator,1,pone cachos pinche app,1
752,WOMBO Dream - AI Art Generator,1,dio miedo,1
753,WOMBO Dream - AI Art Generator,1,hacer cosas,1
754,WOMBO Dream - AI Art Generator,1,crear contenido,1
755,WOMBO Dream - AI Art Generator,1,Hace cosas,1
756,WOMBO Dream - AI Art Generator,1,promete cosas,1
757,WOMBO Dream - AI Art Generator,1,dices gatitos,1
758,WOMBO Dream - AI Art Generator,1,roban dibujos,1
759,WOMBO Dream - AI Art Generator,1,haciendo arte,1
760,WOMBO Dream - AI Art Generator,1,tuve problemas,1
761,WOMBO Dream - AI Art Generator,1,crear ideas crear wallpapers,1
762,WOMBO Dream - AI Art Generator,1,iniciar sección pusieron opción,1
763,WOMBO Dream - AI Art Generator,1,iniciar seción,1
764,WOMBO Dream - AI Art Generator,1,generar conceptos usar gratis,1
765,WOMBO Dream - AI Art Generator,1,pongan premium,1
766,WOMBO Dream - AI Art Generator,1,da miedo,1
767,WOMBO Dream - AI Art Generator,1,salía publicidad,1
768,WOMBO Dream - AI Art Generator,1,genera imágenes,1
769,WOMBO Dream - AI Art Generator,1,hacer cuenta,1
770,WOMBO Dream - AI Art Generator,2,creando obras,1
771,WOMBO Dream - AI Art Generator,2,vea nd,1
772,WOMBO Dream - AI Art Generator,2,deja necesidad,1
773,WOMBO Dream - AI Art Generator,2,crear fotos,1
774,WOMBO Dream - AI Art Generator,2,tienen problemas,1
775,WOMBO Dream - AI Art Generator,2,crear cuenta,1
776,WOMBO Dream - AI Art Generator,2,hace garabatos,1
777,WOMBO Dream - AI Art Generator,2,iniciar sesion,1
778,WOMBO Dream - AI Art Generator,2,entega cosas,1
779,WOMBO Dream - AI Art Generator,2,Tengo problemas da continuación,1
780,WOMBO Dream - AI Art Generator,2,di cuenta,1
781,WOMBO Dream - AI Art Generator,2,dándole tiempo escuchar música,1
782,WOMBO Dream - AI Art Generator,2,iniciar sesión pedía nombre iniciar sesión,1
783,WOMBO Dream - AI Art Generator,2,escribo incoerencias,1
784,WOMBO Dream - AI Art Generator,2,teniendo problemas,1
785,WOMBO Dream - AI Art Generator,2,encuentras marca,1
786,WOMBO Dream - AI Art Generator,2,visto cosas darle uso,1
787,WOMBO Dream - AI Art Generator,2,tenido problemas,1
788,WOMBO Dream - AI Art Generator,2,da forma,1
789,WOMBO Dream - AI Art Generator,2,crear fondos,1
790,WOMBO Dream - AI Art Generator,2,da manchones,1
791,WOMBO Dream - AI Art Generator,2,crear cuenta captar Miles,1
792,WOMBO Dream - AI Art Generator,2,tenía precisión,1
793,WOMBO Dream - AI Art Generator,2,da imagen des refresh,1
794,WOMBO Dream - AI Art Generator,2,hacer personas,1
795,WOMBO Dream - AI Art Generator,2,hago personajes,1
796,WOMBO Dream - AI Art Generator,2,subir imágenes partiendo d,1
797,WOMBO Dream - AI Art Generator,2,sale imagen,1
798,WOMBO Dream - AI Art Generator,2,Necesito ayuda,1
799,WOMBO Dream - AI Art Generator,3,genera imágenes,3
800,WOMBO Dream - AI Art Generator,3,daba resultados,1
801,WOMBO Dream - AI Art Generator,3,tiene problemas,1
802,WOMBO Dream - AI Art Generator,3,hablar inglés,1
803,WOMBO Dream - AI Art Generator,3,tienen sentido,1
804,WOMBO Dream - AI Art Generator,3,da imágenes,1
805,WOMBO Dream - AI Art Generator,3,genera cuadros,1
806,WOMBO Dream - AI Art Generator,3,hacer fondos,1
807,WOMBO Dream - AI Art Generator,3,sé carga,1
808,WOMBO Dream - AI Art Generator,3,Hace cosas,1
809,WOMBO Dream - AI Art Generator,3,tiene idiomas,1
810,WOMBO Dream - AI Art Generator,3,entendi nada pusieran cambios ocurrieron asta escribi letras,1
811,WOMBO Dream - AI Art Generator,3,Necesito ayuda,1
812,WOMBO Dream - AI Art Generator,3,quedan cosas,1
813,WOMBO Dream - AI Art Generator,3,poniendo perro daban miedo,1
814,WOMBO Dream - AI Art Generator,3,hacer cosas,1
815,WOMBO Dream - AI Art Generator,3,aparecen resultados,1
816,WOMBO Dream - AI Art Generator,3,editar imagenes,1
817,WOMBO Dream - AI Art Generator,3,poner cuenta,1
818,WOMBO Dream - AI Art Generator,3,crea aberraciones,1
819,WOMBO Dream - AI Art Generator,3,pusieron marca,1
820,WOMBO Dream - AI Art Generator,3,Añaden modo,1
821,WOMBO Dream - AI Art Generator,3,falta conocimiento,1
822,WOMBO Dream - AI Art Generator,3,tiene futuro,1
823,WOMBO Dream - AI Art Generator,3,hacer imagenes hagáis premium,1
824,WOMBO Dream - AI Art Generator,3,intalen troyanos,1
825,WOMBO Dream - AI Art Generator,3,haces imagen Ajustar semilla,1
826,WOMBO Dream - AI Art Generator,3,Faltan funciones buscar usuarios dan like,1
827,WOMBO Dream - AI Art Generator,3,exportar imágenes dibujen personas hacer imágenes,1
828,WOMBO Dream - AI Art Generator,4,genera imágenes,2
829,WOMBO Dream - AI Art Generator,4,hacer arte,2
830,WOMBO Dream - AI Art Generator,4,crear imágenes,2
831,WOMBO Dream - AI Art Generator,4,dado problemas,2
832,WOMBO Dream - AI Art Generator,4,crear fondos,2
833,WOMBO Dream - AI Art Generator,4,crear arte,1
834,WOMBO Dream - AI Art Generator,4,ver muuuuuuuuuuuchos,1
835,WOMBO Dream - AI Art Generator,4,tengo paciencia,1
836,WOMBO Dream - AI Art Generator,4,necesitas fondos,1
837,WOMBO Dream - AI Art Generator,4,ponga em,1
838,WOMBO Dream - AI Art Generator,4,retratar fotos,1
839,WOMBO Dream - AI Art Generator,4,hacer imagenes,1
840,WOMBO Dream - AI Art Generator,4,faltan opciones aparece atras,1
841,WOMBO Dream - AI Art Generator,4,incorporar traductor,1
842,WOMBO Dream - AI Art Generator,4,parecen paisajes,1
843,WOMBO Dream - AI Art Generator,4,seleccionar mar,1
844,WOMBO Dream - AI Art Generator,4,da garabatos,1
845,WOMBO Dream - AI Art Generator,4,salen cosas,1
846,WOMBO Dream - AI Art Generator,4,poner anuncios tenemos tarjestas,1
847,WOMBO Dream - AI Art Generator,4,hace falta,1
848,WOMBO Dream - AI Art Generator,4,hacr cosas,1
849,WOMBO Dream - AI Art Generator,4,demora horas,1
850,WOMBO Dream - AI Art Generator,4,salir resultados,1
851,WOMBO Dream - AI Art Generator,4,iniciar sección,1
852,WOMBO Dream - AI Art Generator,4,veo super,1
853,WOMBO Dream - AI Art Generator,4,genera don,1
854,WOMBO Dream - AI Art Generator,4,faltan cosas,1
855,WOMBO Dream - AI Art Generator,4,crea fondos,1
856,WOMBO Dream - AI Art Generator,4,sacando captura,1
857,WOMBO Dream - AI Art Generator,5,hacer fondos,23
858,WOMBO Dream - AI Art Generator,5,crear fondos,14
859,WOMBO Dream - AI Art Generator,5,crear imágenes,9
860,WOMBO Dream - AI Art Generator,5,crear arte,9
861,WOMBO Dream - AI Art Generator,5,hacer arte,7
862,WOMBO Dream - AI Art Generator,5,hacer cosas,4
863,WOMBO Dream - AI Art Generator,5,tengo palabras,4
864,WOMBO Dream - AI Art Generator,5,crea imágenes,4
865,WOMBO Dream - AI Art Generator,5,hace diseños,3
866,WOMBO Dream - AI Art Generator,5,hacer wallpapers,3
867,WOMBO Dream - AI Art Generator,5,transformar fotos,3
868,WOMBO Dream - AI Art Generator,5,hace cosas,3
869,WOMBO Dream - AI Art Generator,5,hacer paisajes,3
870,WOMBO Dream - AI Art Generator,5,hace fondos,3
871,WOMBO Dream - AI Art Generator,5,tiene diseños,3
872,WOMBO Dream - AI Art Generator,5,encanta gracias,2
873,WOMBO Dream - AI Art Generator,5,funciona re,2
874,WOMBO Dream - AI Art Generator,5,hace falta,2
875,WOMBO Dream - AI Art Generator,5,hago fondos,2
876,WOMBO Dream - AI Art Generator,5,crea obras,2
877,WOMBO Dream - AI Art Generator,5,hacer fotos,2
878,WOMBO Dream - AI Art Generator,5,poner fotos,2
879,WOMBO Dream - AI Art Generator,5,hace arte,2
880,WOMBO Dream - AI Art Generator,5,hace imágenes,2
881,WOMBO Dream - AI Art Generator,5,salen cosas,2
882,WOMBO Dream - AI Art Generator,5,hacer imágenes,2
883,WOMBO Dream - AI Art Generator,5,hacer dibujos,2
884,WOMBO Dream - AI Art Generator,5,generar imágenes,2
885,WOMBO Dream - AI Art Generator,5,crear obras,2
886,Wonder - Arte IA,1,ver anuncios,29
887,Wonder - Arte IA,1,ver publicidad,9
888,Wonder - Arte IA,1,salen anuncios,8
889,Wonder - Arte IA,1,pone anuncios,6
890,Wonder - Arte IA,1,tiene anuncios,4
891,Wonder - Arte IA,1,muestra anuncios,4
892,Wonder - Arte IA,1,perder tiempo,3
893,Wonder - Arte IA,1,viendo anuncios,3
894,Wonder - Arte IA,1,pide dinero,3
895,Wonder - Arte IA,1,ver videos,3
896,Wonder - Arte IA,1,muestra imágenes,2
897,Wonder - Arte IA,1,piden dinero,2
898,Wonder - Arte IA,1,poner fotos,2
899,Wonder - Arte IA,1,hace imágenes,2
900,Wonder - Arte IA,1,Vaya basura,2
901,Wonder - Arte IA,1,crear imágenes,2
902,Wonder - Arte IA,1,roba dinero,2
903,Wonder - Arte IA,1,comer anuncios,2
904,Wonder - Arte IA,1,hacer pruebas,2
905,Wonder - Arte IA,1,pide tarjeta,2
906,Wonder - Arte IA,1,poner anuncios,2
907,Wonder - Arte IA,1,lanza imágenes,2
908,Wonder - Arte IA,1,pagar subscripción,2
909,Wonder - Arte IA,1,ver resultados,2
910,Wonder - Arte IA,1,sale publicidad,1
911,Wonder - Arte IA,1,borré caché,1
912,Wonder - Arte IA,1,ver publicidad ver oublicidad,1
913,Wonder - Arte IA,1,hacer dibujo,1
914,Wonder - Arte IA,1,hace arte,1
915,Wonder - Arte IA,2,tiene límite,2
916,Wonder - Arte IA,2,viendo anuncios,2
917,Wonder - Arte IA,2,Tienes límite,1
918,Wonder - Arte IA,2,ver adds,1
919,Wonder - Arte IA,2,transforme palabras tiene sentido,1
920,Wonder - Arte IA,2,tenga limitaciones,1
921,Wonder - Arte IA,2,tiene variedad,1
922,Wonder - Arte IA,2,Hacía cosas,1
923,Wonder - Arte IA,2,pone limite generar imágenes,1
924,Wonder - Arte IA,2,poner anuncios,1
925,Wonder - Arte IA,2,entrega deformidades,1
926,Wonder - Arte IA,2,abrir sesión,1
927,Wonder - Arte IA,2,tienes cosas,1
928,Wonder - Arte IA,2,veía anuncios,1
929,Wonder - Arte IA,2,viendo videos,1
930,Wonder - Arte IA,2,ver publicidad,1
931,Wonder - Arte IA,2,tira dibujos,1
932,Wonder - Arte IA,2,Dicen prueba,1
933,Wonder - Arte IA,2,crear avatares,1
934,Wonder - Arte IA,2,hace mujeres,1
935,Wonder - Arte IA,2,pagar membresías,1
936,Wonder - Arte IA,2,utilices detalles,1
937,Wonder - Arte IA,2,tiene límite hacer artes,1
938,Wonder - Arte IA,2,pide suscripción,1
939,Wonder - Arte IA,2,ver anuncio,1
940,Wonder - Arte IA,2,suben fotos añaden descripciones añadir filtros,1
941,Wonder - Arte IA,2,tomar palabras,1
942,Wonder - Arte IA,2,crear imágenes,1
943,Wonder - Arte IA,2,tener creaciones,1
944,Wonder - Arte IA,3,viendo anuncios pide $,1
945,Wonder - Arte IA,3,restaurar compra,1
946,Wonder - Arte IA,3,crear arte,1
947,Wonder - Arte IA,3,tiene tiempo,1
948,Wonder - Arte IA,3,dará cosas,1
949,Wonder - Arte IA,3,usarlo completo:/,1
950,Wonder - Arte IA,3,gustó lastima,1
951,Wonder - Arte IA,3,tira resultados,1
952,Wonder - Arte IA,3,poner formato,1
953,Wonder - Arte IA,3,darme resultados,1
954,Wonder - Arte IA,3,Tiene limitaciones,1
955,Wonder - Arte IA,3,viendo anuncios,1
956,Wonder - Arte IA,3,uso palabras,1
957,Wonder - Arte IA,3,tendrían quejas tiene límite,1
958,Wonder - Arte IA,3,tienen errores,1
959,Wonder - Arte IA,3,tengo dinero tiene límites,1
960,Wonder - Arte IA,3,crear bocetos,1
961,Wonder - Arte IA,3,haserse premium,1
962,Wonder - Arte IA,3,ver videos,1
963,Wonder - Arte IA,3,hace dibujos parecen hechos,1
964,Wonder - Arte IA,3,crear obras,1
965,Wonder - Arte IA,3,genera imágenes dejen publicidad,1
966,Wonder - Arte IA,3,ver anuncios perder oportunidades,1
967,Wonder - Arte IA,3,digamos midjourney,1
968,Wonder - Arte IA,3,hacer dibujos,1
969,Wonder - Arte IA,3,escribiendo poemas tiene sentido,1
970,Wonder - Arte IA,4,hecho caso,1
971,Wonder - Arte IA,4,gusta  ver anuncios,1
972,Wonder - Arte IA,4,Tengo suscripción,1
973,Wonder - Arte IA,4,salen cosas haciendo pruebas,1
974,Wonder - Arte IA,4,doy like,1
975,Wonder - Arte IA,4,viendo publicidad,1
976,Wonder - Arte IA,4,hacer escenarios,1
977,Wonder - Arte IA,4,tengas ilustraciones,1
978,Wonder - Arte IA,4,salido imágenes,1
979,Wonder - Arte IA,4,tienes límite,1
980,Wonder - Arte IA,4,espera tal,1
981,Wonder - Arte IA,4,tiene opción,1
982,Wonder - Arte IA,4,hace falta,1
983,Wonder - Arte IA,4,crear obras,1
984,Wonder - Arte IA,4,ver anuncios,1
985,Wonder - Arte IA,4,crease animaciones,1
986,Wonder - Arte IA,4,necesita anuncios,1
987,Wonder - Arte IA,4,dibuja personas,1
988,Wonder - Arte IA,4,Muestra personas,1
989,Wonder - Arte IA,4,sacar referencias,1
990,Wonder - Arte IA,4,generar imágenes,1
991,Wonder - Arte IA,4,hace realidad,1
992,Wonder - Arte IA,4,dibujar manos reconocer rostros,1
993,Wonder - Arte IA,4,arrojar resultados,1
994,Wonder - Arte IA,4,crear vídeos cargar videos,1
995,Wonder - Arte IA,4,di cuenta,1
996,Wonder - Arte IA,4,dice comentarios,1
997,Wonder - Arte IA,4,ganan dinero usen personajes,1
998,Wonder - Arte IA,4,tomando cosas,1
999,Wonder - Arte IA,5,crear imágenes,3
1000,Wonder - Arte IA,5,hace cosas,3
1001,Wonder - Arte IA,5,ver anuncios,3
1002,Wonder - Arte IA,5,crear arte,3
1003,Wonder - Arte IA,5,da ideas,2
1004,Wonder - Arte IA,5,genera imagenes,1
1005,Wonder - Arte IA,5,dibuje rostros,1
1006,Wonder - Arte IA,5,practicar descripciones,1
1007,Wonder - Arte IA,5,tenga anuncios,1
1008,Wonder - Arte IA,5,crear fondos,1
1009,Wonder - Arte IA,5,da pereza,1
1010,Wonder - Arte IA,5,haces arte,1
1011,Wonder - Arte IA,5,da resultados,1
1012,Wonder - Arte IA,5,tengo manera,1
1013,Wonder - Arte IA,5,asiendo palabras,1
1014,Wonder - Arte IA,5,tiene resultados,1
1015,Wonder - Arte IA,5,tocado imágenes,1
1016,Wonder - Arte IA,5,saca ideas tenga oportunidad,1
1017,Wonder - Arte IA,5,tiene ideas,1
1018,Wonder - Arte IA,5,da ganas,1
1019,Wonder - Arte IA,5,creando logos,1
1020,Wonder - Arte IA,5,conocer artistas,1
1021,Wonder - Arte IA,5,instalar software,1
1022,Wonder - Arte IA,5,tomando té,1
1023,Wonder - Arte IA,5,hacer arte,1
1024,Wonder - Arte IA,5,haga realidad,1
1025,Wonder - Arte IA,5,tiene limite,1
1026,Wonder - Arte IA,5,Crea imágenes,1
1027,Wonder - Arte IA,5,hacer fotos,1
